ID, Name, Background, Body, Feathers, Beak, Eyes, Eyewear, Headwear, Outfit
4667, #4667, Green, Guardian, Black, Short, Moon, , McDonald's Hat, McDonalds Polo
4668, #4668, Green, Stark, Purple, Small, Angry, , Walmart Hat 2, Dominos Shirt
4669, #4669, Pink, Guardian, Green, Short, Side-Eye, , McDonald's Hat, 
4670, #4670, Green, Professor, Green, Long, , 3d Glasses, , McDonalds Shirt
4671, #4671, Blue, Stark, White, Small, Open, , McDonald's Bucket Hat, Dominos Shirt
4672, #4672, Purple, Crescent, Gray, Small, Open, , Walmart Hat 2, McDonalds Polo
4673, #4673, Blue, Professor, Gray, Short, Side-Eye, , Burger King Hat, 
4674, #4674, Gray, Tranquil, Blue, Small, Relaxed, , McDonald's Bucket Hat, Walmart Shirt
4675, #4675, Green, Crescent, Blue, Small, Open, , , Dominos Shirt
4676, #4676, Pink, Crescent, Gray, Small, Relaxed, , McDonald's Bucket Hat, Taco Bell Shirt
4677, #4677, Gray, Crescent, Black, Short, Discerning, , , Walmart Shirt
4678, #4678, Blue, Guardian, Black, Small, Discerning, , McDonald's Bucket Hat, 
4679, #4679, Blue, Stark, Brown, Short, Rainbow, , McDonald's Visor, Burger King Uniform
4680, #4680, Purple, Brave, White, Small, Rainbow, , Twin Peaks Hat, Dominos Shirt
4681, #4681, Yellow, Crescent, Red, Short, Adorable, , In-N-Out Burger Hat, McDonalds Polo
4682, #4682, Pink, Crescent, Pink, Short, Open, , McDonald's Hat, Walmart Shirt
4683, #4683, Purple, Crescent, Green, Long, Open, , Pizza Hut Hat, Taco Bell Shirt
4684, #4684, Yellow, Guardian, White, Small, Open, , Taco Bell Hat, 
4685, #4685, Gray, Brave, Brown, Short, Side-Eye, , Chick-fil-A Hat, 
4686, #4686, Yellow, Crescent, Pink, Small, Side-Eye, , KFC Bucket Hat, Walmart Shirt
4687, #4687, Green, Stark, Red, Small, Open, , Sushi Headband, 
4688, #4688, Purple, Crescent, Green, Long, Open, , Ben & Jerry's Bucket Hat, Janitor Shirt
4689, #4689, Yellow, Tranquil, Black, Short, Relaxed, , Burger King Hat, KFC Shirt
4690, #4690, Yellow, Skeleton, Bone, Short, Discerning, , Dunkin' Donuts Hat, 
4691, #4691, Purple, Crescent, Brown, Short, Open, , McDonald's Hat, Walmart Shirt
4692, #4692, Pink, Crescent, Gray, Short, Open, , In-N-Out Burger Hat, Dominos Shirt
4693, #4693, Purple, Guardian, Purple, Small, Open, , Burger King Hat, 
4694, #4694, Blue, Crescent, Black, Long, Open, , Taco Bell Hat, Dominos Shirt
4695, #4695, Yellow, Crescent, Red, Long, Angry, , Denny's Hat, McDonalds Polo
4696, #4696, Blue, Crescent, Red, Short, Side-Eye, , Chick-fil-A Hat, KFC Shirt
4697, #4697, Yellow, Tabby, White, Small, Angry, , , Janitor Shirt
4698, #4698, Gray, Stark, Purple, Short, Angry, , Walmart Hat, Burger King Uniform
4699, #4699, Purple, Crescent, White, Small, Angry, , McDonald's Bucket Hat, Dominos Shirt
4700, #4700, Gray, Crescent, Brown, Small, , Black-rimmed Glasses, , Walmart Shirt
4701, #4701, Pink, Stark, Pink, Small, Side-Eye, , Pizza Hut Hat, Walmart Shirt
4702, #4702, Green, Crescent, Green, Small, Discerning, , McDonald's Bucket Hat, KFC Shirt
4703, #4703, Purple, Sage, Black, Small, Open, , Dunkin' Donuts Hat, Subway Shirt
4704, #4704, Pink, Stark, Purple, Small, Side-Eye, , McDonald's Hat, McDonalds Polo
4705, #4705, Pink, Guardian, Brown, Small, Relaxed, , McDonald's Box Hat, Subway Shirt
4706, #4706, Gray, Guardian, Green, Short, Open, , Wendy's Hat, Taco Bell Shirt
4707, #4707, Yellow, Stark, White, Small, Side-Eye, , KFC Hat, McDonalds Shirt
4708, #4708, Blue, Tabby, Black, Long, Side-Eye, , , Subway Shirt
4709, #4709, Gray, Tranquil, Red, Short, Relaxed, , Walmart Hat 2, Starbucks Apron
4710, #4710, Blue, Tabby, Blue, Small, Open, , Subway Visor, 
4711, #4711, Green, Crescent, White, Long, Angry, , Dunkin' Donuts Visor, Janitor Shirt
4712, #4712, Gray, Crescent, Gray, Short, Adorable, , Dominos Hat, 
4713, #4713, Gray, Brave, Blue, Small, Angry, , Subway Visor 2, Dominos Shirt
4714, #4714, Blue, Crescent, Black, Short, Relaxed, , Walmart Hat 2, 
4715, #4715, Blue, Guardian, Brown, Short, Adorable, , McDonald's Bucket Hat, 
4716, #4716, Pink, Brave, Black, Small, Relaxed, , , Subway Shirt
4717, #4717, Green, Guardian, Brown, Short, Side-Eye, , McDonald's Bucket Hat, Dominos Shirt
4718, #4718, Pink, Stark, Blue, Small, Rainbow, , In-N-Out Burger Hat, McDonalds Shirt
4719, #4719, Gray, Brave, Green, Small, Discerning, , Sushi Headband, 
4720, #4720, Green, Professor, Blue, Short, Open, , Burger King Hat, 
4721, #4721, Green, Tranquil, Blue, Short, Open, , Walmart Hat 2, McDonalds Polo
4722, #4722, Yellow, Crescent, Gray, Short, Side-Eye, , Walmart Hat, Taco Bell Shirt
4723, #4723, Gray, Tabby, Brown, Small, Open, , Walmart Hat 2, 
4724, #4724, Purple, Crescent, Red, Small, Fire, , McDonald's Hat, Taco Bell Shirt
4725, #4725, Purple, Tabby, Pink, Short, Discerning, , Hamburger, Burger King Uniform
4726, #4726, Blue, Tabby, Green, Short, Open, , Starbucks Hat, Janitor Shirt
4727, #4727, Purple, Crescent, Purple, Small, Discerning, , , McDonalds Shirt
4728, #4728, Pink, Crescent, Red, Short, Side-Eye, , McDonald's Hat, KFC Shirt
4729, #4729, Purple, Crescent, Purple, Short, Side-Eye, , Burger King Hat, Burger King Uniform
4730, #4730, Gray, Tabby, Pink, Short, Relaxed, , Hooters Hat, Taco Bell Shirt
4731, #4731, Yellow, Tabby, Pink, Short, Discerning, , Walmart Hat, McDonalds Polo
4732, #4732, Pink, Crescent, Red, Short, Open, , Popcorn, 
4733, #4733, Purple, Crescent, Brown, Small, Open, , McDonald's Bucket Hat, McDonalds Polo
4734, #4734, Gray, Crescent, Purple, Long, Open, , McDonald's Hat, 
4735, #4735, Yellow, Brave, White, Small, Open, , , Dominos Shirt
4736, #4736, Purple, Crescent, Black, Short, Side-Eye, , , Subway Shirt
4737, #4737, Green, Crescent, Blue, Small, Relaxed, , , Starbucks Apron
4738, #4738, Purple, Crescent, Blue, Short, Angry, , McDonald's Hat, McDonalds Polo
4739, #4739, Blue, Crescent, White, Short, Discerning, , Subway Visor, Janitor Shirt
4740, #4740, Gray, Tabby, Red, Short, Open, , Twin Peaks Hat, McDonalds Shirt
4741, #4741, Gray, Stark, White, Long, Open, , Ben & Jerry's Bucket Hat, 
4742, #4742, Yellow, Tranquil, Blue, Short, Relaxed, , McDonald's Bucket Hat, 
4743, #4743, Gray, Guardian, Blue, Small, Relaxed, , Burger King Hat, McDonalds Shirt
4744, #4744, Green, Professor, Green, Short, Relaxed, , McDonald's Bucket Hat, McDonalds Polo
4745, #4745, Blue, Stark, Blue, Small, Angry, , , McDonalds Polo
4746, #4746, Purple, Crescent, Red, Small, Diamond, , KFC Hat, 
4747, #4747, Yellow, Crescent, Red, Short, Relaxed, , McDonald's Hat, 
4748, #4748, Pink, Tranquil, Blue, Small, Angry, , Dominos Hat, Walmart Shirt
4749, #4749, Green, Crescent, Black, Small, Side-Eye, , Burger King Visor, McDonalds Shirt
4750, #4750, Yellow, Brave, Black, Small, Fire, , Vintage McDonald's Hat, KFC Shirt
4751, #4751, Gray, Crescent, Purple, Long, Relaxed, , McDonald's Visor, Burger King Uniform
4752, #4752, Green, Tabby, Red, Short, Open, , Popcorn, Walmart Shirt
4753, #4753, Gray, Tabby, Pink, Short, Angry, , Walmart Hat, KFC Shirt
4754, #4754, Yellow, Tabby, Pink, Short, Relaxed, , McDonald's Visor, 
4755, #4755, Yellow, Crescent, Brown, Short, Open, Eyepatch, Hooters Hat, Burger King Uniform
4756, #4756, Pink, Tabby, Gray, Short, Relaxed, , Sushi, Dominos Shirt
4757, #4757, Purple, Guardian, Blue, Short, Moon, , McDonald's Box Hat, Starbucks Apron
4758, #4758, Yellow, Crescent, Pink, Short, Angry, , Burger King Visor, 
4759, #4759, Pink, Tranquil, Pink, Long, Open, , McDonald's Hat, Burger King Uniform
4760, #4760, Yellow, Stark, Black, Small, Side-Eye, , Pizza Hut Hat, 
4761, #4761, Purple, Stark, Red, Small, Angry, , McDonald's Box Hat, McDonalds Polo
4762, #4762, Pink, Stark, Brown, Small, Relaxed, , , KFC Shirt
4763, #4763, Gray, Stark, Purple, Short, Angry, , Dominos Hat, McDonalds Polo
4764, #4764, Green, Guardian, Gray, Short, Discerning, , Ben & Jerry's Bucket Hat, McDonalds Polo
4765, #4765, Green, Stark, Purple, Short, Open, Eyepatch, Sushi, Subway Shirt
4766, #4766, Gray, Stark, Red, Small, Angry, , McDonald's Visor, Janitor Shirt
4767, #4767, Gray, Tranquil, White, Short, Open, , Walmart Hat, Subway Shirt
4768, #4768, Purple, Tabby, Blue, Short, Heart, , McDonald's Hat, 
4769, #4769, Green, Crescent, White, Short, Discerning, , McDonald's Bucket Hat, 
4770, #4770, Green, Crescent, Black, Short, Angry, , McDonald's Visor, Dominos Shirt
4771, #4771, Blue, Stark, Purple, Small, , Aviators, Dunkin' Donuts Hat, KFC Shirt
4772, #4772, Yellow, Tabby, Pink, Small, Open, , , Starbucks Apron
4773, #4773, Blue, Guardian, Red, Short, Angry, , McDonald's Visor, Janitor Shirt
4774, #4774, Yellow, Crescent, Purple, Small, Side-Eye, , Walmart Hat, McDonalds Shirt
4775, #4775, Green, Tabby, Brown, Small, , Visor, McDonald's Hat, KFC Shirt
4776, #4776, Gray, Tranquil, Black, Short, Discerning, , , Janitor Shirt
4777, #4777, Green, Crescent, Gray, Short, Relaxed, , Denny's Hat, Walmart Shirt
4778, #4778, Purple, Crescent, Brown, Small, , Rose-Colored Glasses, Walmart Hat, Walmart Shirt
4779, #4779, Yellow, Crescent, Pink, Short, Side-Eye, , Burger King Hat, McDonalds Shirt
4780, #4780, Gray, Sage, Green, Long, Open, , McDonald's Box Hat, KFC Shirt
4781, #4781, Pink, Stark, Red, Short, Open, , Burger King Crown, Dominos Shirt
4782, #4782, Gray, Crescent, White, Short, Adorable, , Sushi Headband, KFC Shirt
4783, #4783, Purple, Crescent, Purple, Short, Relaxed, , , Burger King Uniform
4784, #4784, Green, Crescent, Green, Small, Relaxed, , Dunkin' Donuts Hat, Walmart Shirt
4785, #4785, Glitch Red, Glitch, Legendary Guardian, , , , Twin Peaks Hat, 
4786, #4786, Pink, Crescent, Blue, Short, Angry, , Walmart Hat 2, McDonalds Polo
4787, #4787, Gray, Crescent, Purple, Short, Side-Eye, , Pizza Hut Hat, Starbucks Apron
4788, #4788, Purple, Crescent, Green, Short, Discerning, , , KFC Shirt
4789, #4789, Green, Crescent, Pink, Short, Fire, , KFC Hat, Subway Shirt
4790, #4790, Green, Crescent, Pink, Long, Diamond, , McDonald's Visor, 
4791, #4791, Purple, Crescent, Green, Small, Diamond, , Pizza Hut Hat, Taco Bell Shirt
4792, #4792, Pink, Tabby, Purple, Small, Relaxed, , Walmart Hat, McDonalds Shirt
4793, #4793, Purple, Tranquil, Black, Short, Adorable, , In-N-Out Burger Hat, 
4794, #4794, Gray, Skeleton, Bone, Small, Open, , Burger King Visor, 
4795, #4795, Purple, Tranquil, White, Small, Discerning, , Walmart Hat 2, Subway Shirt
4796, #4796, Gray, Crescent, Blue, Small, Heart, , Wendy's Hat, McDonalds Shirt
4797, #4797, Gray, Crescent, Gray, Small, Moon, , Dunkin' Donuts Visor, Taco Bell Shirt
4798, #4798, Pink, Professor, White, Short, Relaxed, , Taco Bell Hat, Burger King Uniform
4799, #4799, Yellow, Stark, Green, Long, Side-Eye, , Starbucks Hat, Dominos Shirt
4800, #4800, Blue, Crescent, White, Small, Open, Big Tech, Taco Bell Hat, Taco Bell Shirt
4801, #4801, Blue, Crescent, Gray, Short, Open, , Dunkin' Donuts Hat, Subway Shirt
4802, #4802, Blue, Tranquil, Gray, Small, Open, , Burger King Visor, Walmart Shirt
4803, #4803, Pink, Tranquil, Purple, Short, Relaxed, , In-N-Out Burger Hat, Taco Bell Shirt
4804, #4804, Pink, Skeleton, Bone, Short, Relaxed, , Walmart Hat 2, 
4805, #4805, Blue, Crescent, Brown, Long, Relaxed, , , McDonalds Polo
4806, #4806, Pink, Tabby, Green, Short, Side-Eye, , Denny's Hat, Walmart Shirt
4807, #4807, Blue, Professor, White, Short, Open, , Taco, 
4808, #4808, Purple, Crescent, Brown, Long, Angry, , Walmart Hat, 
4809, #4809, Gray, Crescent, Black, Small, Angry, , Ice Cream Cone, KFC Shirt
4810, #4810, Gray, Robot, Metal, Long, Angry, , Chick-fil-A Hat, Taco Bell Shirt
4811, #4811, Green, Stark, Purple, Small, Relaxed, , Sushi, Dominos Shirt
4812, #4812, Gray, Tabby, Gray, Long, Relaxed, , Starbucks Hat, Janitor Shirt
4813, #4813, Green, Tranquil, Gray, Small, Side-Eye, , Burger King Visor, McDonalds Shirt
4814, #4814, Purple, Tranquil, Gray, Short, Side-Eye, , , McDonalds Shirt
4815, #4815, Gray, Professor, Black, Short, Diamond, , McDonald's Visor, McDonalds Polo
4816, #4816, Green, Crescent, Gray, Short, Open, , Denny's Hat, Burger King Uniform
4817, #4817, Green, Tabby, White, Short, Rainbow, , Walmart Hat, Janitor Shirt
4818, #4818, Green, Crescent, Green, Short, Open, , McDonald's Bucket Hat, McDonalds Shirt
4819, #4819, Yellow, Crescent, Pink, Short, Open, , Twin Peaks Hat, Taco Bell Shirt
4820, #4820, Green, Stark, Brown, Small, Angry, , Dominos Hat, Walmart Shirt
4821, #4821, Green, Stark, Pink, Short, Open, , Burger King Hat, 
4822, #4822, Gray, Tabby, Red, Small, Relaxed, Eyepatch, Pizza Hut Hat, 
4823, #4823, Yellow, Professor, Green, Long, Side-Eye, , McDonald's Bucket Hat, Dominos Shirt
4824, #4824, Pink, Guardian, Green, Small, Diamond, , Taco Bell Hat, McDonalds Shirt
4825, #4825, Green, Sage, Pink, Small, Side-Eye, , Twin Peaks Hat, Walmart Shirt
4826, #4826, Purple, Crescent, Pink, Long, Open, , Denny's Hat, McDonalds Shirt
4827, #4827, Yellow, Robot, Metal, Short, Open, , McDonald's Hat, Burger King Uniform
4828, #4828, Blue, Stark, Blue, Short, Moon, , Starbucks Hat, KFC Shirt
4829, #4829, Purple, Crescent, Green, Long, Discerning, , Walmart Hat 2, Starbucks Apron
4830, #4830, Green, Crescent, Purple, Small, Rainbow, Big Tech, , Janitor Shirt
4831, #4831, Green, Crescent, Pink, Small, Open, , Denny's Hat, KFC Shirt
4832, #4832, Purple, Crescent, Brown, Small, Angry, , Popcorn, 
4833, #4833, Blue, Stark, Red, Long, Adorable, , , Burger King Uniform
4834, #4834, Purple, Brave, Red, Small, Angry, , Subway Visor, 
4835, #4835, Blue, Emperor, Gray, Small, , Visor, Walmart Hat, 
4836, #4836, Pink, Stark, Purple, Small, Angry, , Walmart Hat 2, KFC Shirt
4837, #4837, Green, Crescent, White, Short, Open, , Pizza Hut Hat, KFC Shirt
4838, #4838, Yellow, Stark, Red, Short, Discerning, , , El Pollo Loco Mascot
4839, #4839, Blue, Tranquil, Black, Long, Angry, , Walmart Hat 2, Walmart Shirt
4840, #4840, Purple, Stark, Blue, Short, Adorable, , McDonald's Hat, McDonalds Shirt
4841, #4841, Gray, Crescent, Green, Small, Heart, , Walmart Hat 2, McDonalds Polo
4842, #4842, Green, Professor, Green, Long, Discerning, Monocle, Popcorn, Burger King Uniform
4843, #4843, Yellow, Tranquil, White, Long, Adorable, , KFC Bucket Hat, 
4844, #4844, Gray, Stark, Green, Short, Relaxed, , , Subway Shirt
4845, #4845, Green, Stark, Green, Small, Angry, , Dominos Hat, McDonalds Polo
4846, #4846, Gray, Guardian, Red, Short, Open, , Walmart Hat 2, Taco Bell Shirt
4847, #4847, Purple, Crescent, Gray, Long, Angry, , McDonald's Box Hat, Walmart Shirt
4848, #4848, Yellow, Tabby, Purple, Small, Relaxed, , , KFC Shirt
4849, #4849, Purple, Crescent, Purple, Long, Open, , Popcorn, KFC Shirt
4850, #4850, Green, Crescent, White, Small, Side-Eye, , McDonald's Visor, Burger King Uniform
4851, #4851, Gray, Stark, Purple, Small, Side-Eye, , McDonald's Hat, 
4852, #4852, Green, Crescent, Pink, Small, , Aviators, Walmart Hat 2, 
4853, #4853, Pink, Sage, Green, Small, Fire, , , Starbucks Apron
4854, #4854, Blue, Crescent, Gray, Short, Open, , , Burger King Uniform
4855, #4855, Blue, Stark, White, Small, Open, , Popcorn, 
4856, #4856, Purple, Professor, Gray, Short, Angry, , Sushi, 
4857, #4857, Yellow, Crescent, Purple, Short, Adorable, , KFC Hat, McDonalds Polo
4858, #4858, Gray, Tranquil, Black, Short, , Sunglasses, Subway Visor, McDonalds Polo
4859, #4859, Gray, Crescent, Pink, Short, Open, , Popcorn, Burger King Uniform
4860, #4860, Blue, Brave, Black, Small, Open, , KFC Hat, 
4861, #4861, Green, Professor, Gray, Long, Side-Eye, , Starbucks Hat, 
4862, #4862, Purple, Crescent, Gray, Small, Open, , Walmart Hat, Dominos Shirt
4863, #4863, Yellow, Crescent, Red, Small, Side-Eye, , Popcorn, 
4864, #4864, Gray, Tabby, Green, Short, Relaxed, , Starbucks Hat, KFC Shirt
4865, #4865, Yellow, Brave, Green, Long, Angry, , Wendy's Hat, McDonalds Shirt
4866, #4866, Yellow, Tranquil, Blue, Small, Open, , McDonald's Bucket Hat, McDonalds Polo
4867, #4867, Green, Stark, Blue, Long, Discerning, , Walmart Hat, Taco Bell Shirt
4868, #4868, Purple, Tabby, Gray, Small, Open, , KFC Bucket Hat, Taco Bell Shirt
4869, #4869, Yellow, Tranquil, White, Small, Relaxed, , Popcorn, Burger King Uniform
4870, #4870, Pink, Crescent, Pink, Long, Rainbow, , Dunkin' Donuts Visor, Taco Bell Shirt
4871, #4871, Purple, Crescent, Blue, Short, Discerning, , , Janitor Shirt
4872, #4872, Blue, Crescent, Green, Small, Open, , In-N-Out Burger Hat, 
4873, #4873, Pink, Crescent, Brown, Small, Side-Eye, , , McDonalds Polo
4874, #4874, Gray, Stark, Gray, Short, Angry, , , KFC Shirt
4875, #4875, Pink, Stark, Green, Short, Adorable, , McDonald's Box Hat, Dominos Shirt
4876, #4876, Green, Crescent, Brown, Long, Adorable, , , Janitor Shirt
4877, #4877, Yellow, Brave, Purple, Short, Angry, , Dominos Hat, Ronald McDonald
4878, #4878, Yellow, Tranquil, Brown, Short, Angry, , Dunkin' Donuts Visor, 
4879, #4879, Green, Stark, Pink, Small, Discerning, , Dominos Hat, McDonalds Shirt
4880, #4880, Pink, Emperor, White, Small, Relaxed, , Denny's Hat, Dominos Shirt
4881, #4881, Pink, Crescent, Green, Small, Adorable, , Chick-fil-A Hat, Dominos Shirt
4882, #4882, Green, Stark, Brown, Long, Side-Eye, , Dominos Hat, Subway Shirt
4883, #4883, Purple, Emperor, Blue, Small, Angry, , , McDonalds Polo
4884, #4884, Blue, Professor, Brown, Long, Angry, , Burger King Hat, 
4885, #4885, Yellow, Emperor, Brown, Short, Open, , In-N-Out Burger Hat, KFC Shirt
4886, #4886, Yellow, Crescent, Pink, Short, , Gazelles, , Walmart Shirt
4887, #4887, Yellow, Stark, Blue, Small, Angry, , Starbucks Hat, KFC Shirt
4888, #4888, Green, Tranquil, Purple, Small, Angry, , Burger King Visor, Dominos Shirt
4889, #4889, Pink, Crescent, Black, Small, Open, , Denny's Hat, McDonalds Polo
4890, #4890, Gray, Robot, Metal, Short, Open, , Popcorn, Dominos Shirt
4891, #4891, Green, Crescent, Black, Short, , Jobs Glasses, , Dominos Shirt
4892, #4892, Green, Tabby, Pink, Small, Open, , Burger King Hat, Taco Bell Shirt
4893, #4893, Gray, Tranquil, Black, Small, Open, , McDonald's Box Hat, 
4894, #4894, Blue, Crescent, Brown, Long, Side-Eye, , Burger King Visor, Janitor Shirt
4895, #4895, Purple, Emperor, Gray, Small, Heart, , KFC Hat, McDonalds Shirt
4896, #4896, Pink, Tabby, Brown, Short, Side-Eye, , Popcorn, McDonalds Shirt
4897, #4897, Green, Crescent, White, Small, Open, , Popcorn, 
4898, #4898, Purple, Guardian, Pink, Small, Fire, , Chick-fil-A Hat, Burger King Uniform
4899, #4899, Gray, Tabby, Gray, Small, Side-Eye, , Pizza Hut Hat, Janitor Shirt
4900, #4900, Purple, Crescent, Green, Short, Moon, , Dunkin' Donuts Hat, Burger King Uniform
4901, #4901, Green, Stark, Brown, Short, Side-Eye, , Dunkin' Donuts Hat, 
4902, #4902, Purple, Tranquil, Purple, Long, Angry, , Vintage McDonald's Hat, McDonalds Polo
4903, #4903, Pink, Sage, Green, Small, Open, , , McDonalds Shirt
4904, #4904, Purple, Professor, Pink, Short, Diamond, , Burger King Visor, Walmart Shirt
4905, #4905, Purple, Tabby, Green, Short, Side-Eye, , Denny's Hat, McDonalds Shirt
4906, #4906, Gray, Brave, Gray, Small, Open, , Taco, McDonalds Polo
4907, #4907, Yellow, Crescent, Black, Small, Open, , Denny's Hat, McDonalds Shirt
4908, #4908, Pink, Crescent, Purple, Small, Relaxed, , McDonald's Hat, Subway Shirt
4909, #4909, Pink, Crescent, Red, Short, Discerning, , , KFC Shirt
4910, #4910, Gray, Crescent, Brown, Short, Open, Monocle, McDonald's Hat, Subway Shirt
4911, #4911, Pink, Crescent, Pink, Small, Rainbow, , , Burger King Uniform
4912, #4912, Purple, Crescent, Gray, Small, Side-Eye, , In-N-Out Burger Hat, 
4913, #4913, Green, Crescent, Red, Long, , Black-rimmed Glasses, , Taco Bell Shirt
4914, #4914, Green, Crescent, White, Short, Open, , , Dominos Shirt
